qid	docid	in_dense	in_bm25	dense_rank	bm25_rank
Q-0012	CASE-501219	1	0	23	0
Q-0012	CASE-500993	1	0	24	0
Q-0012	CASE-501024	1	0	25	0
Q-0012	CASE-500975	1	0	26	0
Q-0012	CASE-500095	1	1	27	20
Q-0012	CASE-501402	1	0	28	0
Q-0012	CASE-501247	1	0	29	0
Q-0012	CASE-501403	1	0	30	0
Q-0012	CASE-001463	1	0	31	0
Q-0012	CASE-500106	1	1	32	16
Q-0012	CASE-501341	1	0	33	0
Q-0012	CASE-500811	1	1	34	29
Q-0012	CASE-500793	1	0	35	0
Q-0012	CASE-501267	1	0	36	0
Q-0012	CASE-501186	1	0	37	0
Q-0012	CASE-500920	1	0	38	0
Q-0012	CASE-501264	1	0	39	0
Q-0012	CASE-80442	1	0	40	0
Q-0012	CASE-500229	1	0	41	0
Q-0012	CASE-501360	1	0	42	0
Q-0012	CASE-500699	1	0	43	0
Q-0012	CASE-500521	1	0	44	0
Q-0012	CASE-501055	1	1	45	48
Q-0012	CASE-501075	1	0	46	0
Q-0012	CASE-501106	1	0	47	0
Q-0012	CASE-500609	1	0	48	0
Q-0012	CASE-500490	1	1	50	10
Q-0012	CASE-100071	0	1	0	11
Q-0012	CASE-500557	0	1	0	14
Q-0012	CASE-500997	0	1	0	15
Q-0012	CASE-500910	0	1	0	17
Q-0012	CASE-80471	0	1	0	18
Q-0012	CASE-301274	0	1	0	19
Q-0012	CASE-500248	0	1	0	21
Q-0012	CASE-500161	0	1	0	23
Q-0012	CASE-501004	0	1	0	24
Q-0012	CASE-501296	0	1	0	25
Q-0012	CASE-800319	0	1	0	26
Q-0012	CASE-500881	0	1	0	27
Q-0012	CASE-501343	0	1	0	28
Q-0012	CASE-500694	0	1	0	30
Q-0012	CASE-500628	0	1	0	33
Q-0012	CASE-600409	0	1	0	34
Q-0012	CASE-500476	0	1	0	35
Q-0012	CASE-000437	0	1	0	36
Q-0012	CASE-501434	0	1	0	37
Q-0012	CASE-000174	0	1	0	38
Q-0012	CASE-500488	0	1	0	39
Q-0012	CASE-500097	0	1	0	40
Q-0012	CASE-500549	0	1	0	41
Q-0012	CASE-501220	0	1	0	43
Q-0012	CASE-500364	0	1	0	44
Q-0012	CASE-301618	0	1	0	47
Q-0012	CASE-501149	0	1	0	50
Q-0013	CASE-701151	1	0	11	0
Q-0013	CASE-700519	1	1	12	41
Q-0013	CASE-700802	1	0	13	0
Q-0013	CASE-701080	1	0	15	0
Q-0013	CASE-701268	1	0	16	0
Q-0013	CASE-700645	1	0	17	0
Q-0013	CASE-700717	1	0	18	0
Q-0013	CASE-700751	1	0	19	0
Q-0013	CASE-700497	1	1	20	18
Q-0013	CASE-700611	1	0	21	0
Q-0013	CASE-701220	1	0	22	0
Q-0013	CASE-701254	1	0	23	0
Q-0013	CASE-700595	1	0	25	0
Q-0013	CASE-700470	1	1	26	25
Q-0013	CASE-700560	1	0	27	0
Q-0013	CASE-701110	1	0	28	0
Q-0013	CASE-700465	1	0	29	0
Q-0013	CASE-700824	1	1	30	16
Q-0013	CASE-701137	1	0	31	0
Q-0013	CASE-700513	1	1	32	15
Q-0013	CASE-701039	1	0	33	0
Q-0013	CASE-700725	1	0	34	0
Q-0013	CASE-701102	1	1	35	24
Q-0013	CASE-700401	1	1	36	21
Q-0013	CASE-700753	1	0	37	0
Q-0013	CASE-700702	1	0	39	0
Q-0013	CASE-700536	1	1	40	31
Q-0013	CASE-700289	1	1	41	28
Q-0013	CASE-700975	1	0	42	0
Q-0013	CASE-701301	1	1	43	45
Q-0013	CASE-701043	1	0	44	0
Q-0013	CASE-700601	1	0	45	0
Q-0013	CASE-700527	1	1	46	30
Q-0013	CASE-701139	1	0	47	0
Q-0013	CASE-701269	1	1	48	44
Q-0013	CASE-701291	1	1	49	8
Q-0013	CASE-700829	1	0	50	0
Q-0013	CASE-701217	0	1	0	9
Q-0013	CASE-700541	0	1	0	12
Q-0013	CASE-700407	0	1	0	14
Q-0013	CASE-701282	0	1	0	19
Q-0013	CASE-700932	0	1	0	20
Q-0013	CASE-701114	0	1	0	22
Q-0013	CASE-700949	0	1	0	26
Q-0013	CASE-700508	0	1	0	27
Q-0013	CASE-701111	0	1	0	29
Q-0013	CASE-701229	0	1	0	32
Q-0013	CASE-700559	0	1	0	33
Q-0013	CASE-700547	0	1	0	34
Q-0013	CASE-700468	0	1	0	35
Q-0013	CASE-700482	0	1	0	36
Q-0013	CASE-701213	0	1	0	37
Q-0013	CASE-700985	0	1	0	38
Q-0013	CASE-701260	0	1	0	39
Q-0013	CASE-701149	0	1	0	40
Q-0013	CASE-701197	0	1	0	42
Q-0013	CASE-701224	0	1	0	43
Q-0013	CASE-701065	0	1	0	46
Q-0013	CASE-700525	0	1	0	47
Q-0013	CASE-700856	0	1	0	48
Q-0013	CASE-700531	0	1	0	49
Q-0013	CASE-700929	0	1	0	50
Q-0014	CASE-001672	1	0	11	0
Q-0014	CASE-002482	1	0	13	0
Q-0014	CASE-001577	1	1	15	13
Q-0014	CASE-002502	1	0	16	0
Q-0014	CASE-002224	1	0	18	0
Q-0014	CASE-001625	1	1	19	14
Q-0014	CASE-001713	1	0	21	0
Q-0014	CASE-002382	1	1	22	50
Q-0014	CASE-001892	1	0	23	0
Q-0014	CASE-002052	1	0	24	0
Q-0014	CASE-002492	1	0	25	0
Q-0014	CASE-002218	1	0	28	0
Q-0014	CASE-001614	1	0	29	0
Q-0014	CASE-002314	1	0	30	0
Q-0014	CASE-001714	1	0	31	0
Q-0014	CASE-001517	1	0	33	0
Q-0014	CASE-002410	1	1	34	7
Q-0014	CASE-001635	1	1	35	33
Q-0014	CASE-001917	1	0	36	0
Q-0014	CASE-002297	1	0	37	0
Q-0014	CASE-002488	1	0	38	0
Q-0014	CASE-001693	1	0	39	0
Q-0014	CASE-001606	1	0	40	0
Q-0014	CASE-002473	1	1	41	26
Q-0014	CASE-001495	1	0	42	0
Q-0014	CASE-001690	1	0	44	0
Q-0014	CASE-002210	1	1	45	15
Q-0014	CASE-001572	1	1	47	34
Q-0014	CASE-002362	1	0	48	0
Q-0014	CASE-001510	1	0	49	0
Q-0014	CASE-002478	1	0	50	0
Q-0014	CASE-001708	0	1	0	16
Q-0014	CASE-002263	0	1	0	17
Q-0014	CASE-001879	0	1	0	18
Q-0014	CASE-001518	0	1	0	21
Q-0014	CASE-001476	0	1	0	22
Q-0014	CASE-001835	0	1	0	24
Q-0014	CASE-001833	0	1	0	27
Q-0014	CASE-002082	0	1	0	28
Q-0014	CASE-001712	0	1	0	29
Q-0014	CASE-002402	0	1	0	30
Q-0014	CASE-001562	0	1	0	31
Q-0014	CASE-001981	0	1	0	32
Q-0014	CASE-002456	0	1	0	35
Q-0014	CASE-001667	0	1	0	36
Q-0014	CASE-002118	0	1	0	37
Q-0014	CASE-001804	0	1	0	38
Q-0014	CASE-001695	0	1	0	39
Q-0014	CASE-001685	0	1	0	40
Q-0014	CASE-001653	0	1	0	41
Q-0014	CASE-001883	0	1	0	42
Q-0014	CASE-001497	0	1	0	43
Q-0014	CASE-002450	0	1	0	44
Q-0014	CASE-002069	0	1	0	45
Q-0014	CASE-001869	0	1	0	46
Q-0014	CASE-002347	0	1	0	47
Q-0014	CASE-001911	0	1	0	48
Q-0014	CASE-002129	0	1	0	49
Q-0015	CASE-300991	1	0	11	0
Q-0015	CASE-301520	1	0	12	0
Q-0015	CASE-301126	1	0	13	0
Q-0015	CASE-300933	1	1	14	16
Q-0015	CASE-302052	1	0	15	0
Q-0015	CASE-300330	1	0	16	0
Q-0015	CASE-301300	1	0	17	0
Q-0015	CASE-300515	1	0	18	0
Q-0015	CASE-300199	1	0	19	0
Q-0015	CASE-701139	1	0	20	0
Q-0015	CASE-500271	1	0	21	0
Q-0015	CASE-301902	1	0	22	0
Q-0015	CASE-301255	1	0	23	0
Q-0015	CASE-301241	1	0	24	0
Q-0015	CASE-302034	1	0	26	0
Q-0015	CASE-300821	1	1	27	49
Q-0015	CASE-300270	1	1	28	21
Q-0015	CASE-301193	1	0	29	0
Q-0015	CASE-300219	1	0	30	0
Q-0015	CASE-500893	1	0	31	0
Q-0015	CASE-300254	1	0	32	0
Q-0015	CASE-701116	1	0	33	0
Q-0015	CASE-300240	1	1	34	46
Q-0015	CASE-302141	1	0	36	0
Q-0015	CASE-500274	1	0	37	0
Q-0015	CASE-300502	1	0	39	0
Q-0015	CASE-300335	1	0	40	0
Q-0015	CASE-301225	1	0	41	0
Q-0015	CASE-300033	1	0	42	0
Q-0015	CASE-301703	1	0	43	0
Q-0015	CASE-500797	1	0	44	0
Q-0015	CASE-301661	1	0	45	0
Q-0015	CASE-300308	1	0	46	0
Q-0015	CASE-501013	1	1	47	35
Q-0015	CASE-301060	1	0	48	0
Q-0015	CASE-300757	1	0	49	0
Q-0015	CASE-301038	1	0	50	0
Q-0015	CASE-500806	0	1	0	8
Q-0015	CASE-302166	0	1	0	9
Q-0015	CASE-501322	0	1	0	11
Q-0015	CASE-301419	0	1	0	14
Q-0015	CASE-300070	0	1	0	15
Q-0015	CASE-300773	0	1	0	17
Q-0015	CASE-301082	0	1	0	19
Q-0015	CASE-501047	0	1	0	20
Q-0015	CASE-301838	0	1	0	22
Q-0015	CASE-600030	0	1	0	24
Q-0015	CASE-500541	0	1	0	25
Q-0015	CASE-500857	0	1	0	26
Q-0015	CASE-300191	0	1	0	27
Q-0015	CASE-60003	0	1	0	28
Q-0015	CASE-300012	0	1	0	29
Q-0015	CASE-301384	0	1	0	30
Q-0015	CASE-301565	0	1	0	31
Q-0015	CASE-500900	0	1	0	32
Q-0015	CASE-700154	0	1	0	33
Q-0015	CASE-301489	0	1	0	34
Q-0015	CASE-500208	0	1	0	36
Q-0015	CASE-300050	0	1	0	37
Q-0015	CASE-301861	0	1	0	38
Q-0015	CASE-600412	0	1	0	39
Q-0015	CASE-300072	0	1	0	40
Q-0015	CASE-501362	0	1	0	41
Q-0015	CASE-300857	0	1	0	42
Q-0015	CASE-300893	0	1	0	43
Q-0015	CASE-301446	0	1	0	44
Q-0015	CASE-301032	0	1	0	45
Q-0015	CASE-301198	0	1	0	47
Q-0015	CASE-301183	0	1	0	48
Q-0015	CASE-301390	0	1	0	50
Q-0016	CASE-800123	1	1	11	31
Q-0016	CASE-800094	1	0	13	0
Q-0016	CASE-70034	1	0	15	0
Q-0016	CASE-80319	1	1	16	22
Q-0016	CASE-800650	1	1	17	19
Q-0016	CASE-800184	1	0	18	0
Q-0016	CASE-80061	1	1	19	37
Q-0016	CASE-800559	1	0	20	0
Q-0016	CASE-80383	1	0	21	0
Q-0016	CASE-80135	1	0	22	0
Q-0016	CASE-001224	1	0	23	0
Q-0016	CASE-000421	1	0	24	0
Q-0016	CASE-70132	1	0	25	0
Q-0016	CASE-80365	1	0	26	0
Q-0016	CASE-80415	1	0	27	0
Q-0016	CASE-000432	1	0	28	0
Q-0016	CASE-70054	1	0	29	0
Q-0016	CASE-80065	1	0	30	0
Q-0016	CASE-800201	1	0	31	0
Q-0016	CASE-001247	1	0	32	0
Q-0016	CASE-800099	1	0	33	0
Q-0016	CASE-800286	1	0	34	0
Q-0016	CASE-80006	1	0	35	0
Q-0016	CASE-800632	1	0	36	0
Q-0016	CASE-000556	1	0	37	0
Q-0016	CASE-800575	1	0	38	0
Q-0016	CASE-800100	1	0	39	0
Q-0016	CASE-800340	1	0	40	0
Q-0016	CASE-000037	1	0	41	0
Q-0016	CASE-800770	1	0	42	0
Q-0016	CASE-800658	1	1	43	16
Q-0016	CASE-800243	1	0	44	0
Q-0016	CASE-800239	1	0	45	0
Q-0016	CASE-000039	1	0	46	0
Q-0016	CASE-800674	1	1	47	17
Q-0016	CASE-800577	1	0	48	0
Q-0016	CASE-800565	1	0	49	0
Q-0016	CASE-80053	1	0	50	0
Q-0016	CASE-800511	0	1	0	12
Q-0016	CASE-800423	0	1	0	13
Q-0016	CASE-800728	0	1	0	14
Q-0016	CASE-600145	0	1	0	15
Q-0016	CASE-001194	0	1	0	18
Q-0016	CASE-800445	0	1	0	20
Q-0016	CASE-800777	0	1	0	21
Q-0016	CASE-001167	0	1	0	23
Q-0016	CASE-000138	0	1	0	24
Q-0016	CASE-000844	0	1	0	25
Q-0016	CASE-000857	0	1	0	26
Q-0016	CASE-001393	0	1	0	27
Q-0016	CASE-800828	0	1	0	28
Q-0016	CASE-80404	0	1	0	29
Q-0016	CASE-30085	0	1	0	30
Q-0016	CASE-001238	0	1	0	32
Q-0016	CASE-80234	0	1	0	33
Q-0016	CASE-800818	0	1	0	35
Q-0016	CASE-400003	0	1	0	36
Q-0016	CASE-100085	0	1	0	38
Q-0016	CASE-600057	0	1	0	39
Q-0016	CASE-80350	0	1	0	40
Q-0016	CASE-800023	0	1	0	41
Q-0016	CASE-001377	0	1	0	42
Q-0016	CASE-001140	0	1	0	43
Q-0016	CASE-100017	0	1	0	44
Q-0016	CASE-600229	0	1	0	45
Q-0016	CASE-600049	0	1	0	46
Q-0016	CASE-800816	0	1	0	47
Q-0016	CASE-70022	0	1	0	48
Q-0016	CASE-000690	0	1	0	49
Q-0016	CASE-300644	0	1	0	50
Q-0017	CASE-800530	1	0	11	0
Q-0017	CASE-80412	1	1	15	14
Q-0017	CASE-80315	1	0	16	0
Q-0017	CASE-000902	1	0	17	0
Q-0017	CASE-001171	1	0	18	0
Q-0017	CASE-800589	1	1	19	19
Q-0017	CASE-001401	1	0	22	0
Q-0017	CASE-800191	1	1	23	24
Q-0017	CASE-800380	1	1	27	23
Q-0017	CASE-800289	1	0	28	0
Q-0017	CASE-80400	1	1	29	28
Q-0017	CASE-80405	1	0	30	0
Q-0017	CASE-000119	1	1	31	32
Q-0017	CASE-800564	1	0	32	0
Q-0017	CASE-800264	1	0	33	0
Q-0017	CASE-10002	1	1	34	16
Q-0017	CASE-000767	1	0	36	0
Q-0017	CASE-800308	1	0	37	0
Q-0017	CASE-800062	1	0	38	0
Q-0017	CASE-800362	1	0	40	0
Q-0017	CASE-80189	1	0	41	0
Q-0017	CASE-70129	1	0	42	0
Q-0017	CASE-30046	1	0	43	0
Q-0017	CASE-80467	1	1	44	41
Q-0017	CASE-60009	1	0	45	0
Q-0017	CASE-800532	1	0	46	0
Q-0017	CASE-80061	1	0	47	0
Q-0017	CASE-800517	0	1	0	21
Q-0017	CASE-20104	0	1	0	22
Q-0017	CASE-80085	0	1	0	25
Q-0017	CASE-800429	0	1	0	26
Q-0017	CASE-800190	0	1	0	27
Q-0017	CASE-30008	0	1	0	29
Q-0017	CASE-800364	0	1	0	30
Q-0017	CASE-800798	0	1	0	31
Q-0017	CASE-70050	0	1	0	33
Q-0017	CASE-80033	0	1	0	34
Q-0017	CASE-001447	0	1	0	35
Q-0017	CASE-000252	0	1	0	36
Q-0017	CASE-800445	0	1	0	37
Q-0017	CASE-600034	0	1	0	38
Q-0017	CASE-001453	0	1	0	39
Q-0017	CASE-800221	0	1	0	40
Q-0017	CASE-80206	0	1	0	42
Q-0017	CASE-80111	0	1	0	43
Q-0017	CASE-000668	0	1	0	44
Q-0017	CASE-80361	0	1	0	45
Q-0017	CASE-80392	0	1	0	46
Q-0017	CASE-800842	0	1	0	47
Q-0017	CASE-800556	0	1	0	48
Q-0017	CASE-800424	0	1	0	50
Q-0018	CASE-700176	1	0	12	0
Q-0018	CASE-700040	1	0	13	0
Q-0018	CASE-501214	1	0	14	0
Q-0018	CASE-500666	1	0	16	0
Q-0018	CASE-500183	1	0	17	0
Q-0018	CASE-700185	1	0	18	0
Q-0018	CASE-700177	1	0	19	0
Q-0018	CASE-500724	1	0	20	0
Q-0018	CASE-500765	1	0	21	0
Q-0018	CASE-500402	1	1	22	31
Q-0018	CASE-700349	1	0	23	0
Q-0018	CASE-501170	1	1	24	17
Q-0018	CASE-500250	1	0	25	0
Q-0018	CASE-500637	1	0	26	0
Q-0018	CASE-500271	1	0	27	0
Q-0018	CASE-501389	1	0	28	0
Q-0018	CASE-300966	1	0	29	0
Q-0018	CASE-501392	1	1	31	13
Q-0018	CASE-500973	1	0	32	0
Q-0018	CASE-700043	1	0	33	0
Q-0018	CASE-501211	1	0	34	0
Q-0018	CASE-700184	1	0	35	0
Q-0018	CASE-501030	1	0	37	0
Q-0018	CASE-501069	1	0	38	0
Q-0018	CASE-500360	1	0	39	0
Q-0018	CASE-501080	1	0	40	0
Q-0018	CASE-501095	1	0	41	0
Q-0018	CASE-300855	1	0	42	0
Q-0018	CASE-700162	1	0	43	0
Q-0018	CASE-501462	1	1	44	16
Q-0018	CASE-501362	1	0	45	0
Q-0018	CASE-500834	1	0	46	0
Q-0018	CASE-700068	1	0	47	0
Q-0018	CASE-501212	1	0	48	0
Q-0018	CASE-300169	1	0	49	0
Q-0018	CASE-700226	1	0	50	0
Q-0018	CASE-501290	0	1	0	9
Q-0018	CASE-501278	0	1	0	10
Q-0018	CASE-701042	0	1	0	11
Q-0018	CASE-701263	0	1	0	12
Q-0018	CASE-500288	0	1	0	15
Q-0018	CASE-500713	0	1	0	18
Q-0018	CASE-500558	0	1	0	19
Q-0018	CASE-500439	0	1	0	20
Q-0018	CASE-501341	0	1	0	21
Q-0018	CASE-501312	0	1	0	22
Q-0018	CASE-500746	0	1	0	23
Q-0018	CASE-500965	0	1	0	25
Q-0018	CASE-700058	0	1	0	26
Q-0018	CASE-701058	0	1	0	27
Q-0018	CASE-501113	0	1	0	28
Q-0018	CASE-700074	0	1	0	30
Q-0018	CASE-700086	0	1	0	32
Q-0018	CASE-500917	0	1	0	33
Q-0018	CASE-700233	0	1	0	34
Q-0018	CASE-700451	0	1	0	35
Q-0018	CASE-700360	0	1	0	36
Q-0018	CASE-700057	0	1	0	37
Q-0018	CASE-700617	0	1	0	38
Q-0018	CASE-501333	0	1	0	39
Q-0018	CASE-500222	0	1	0	40
Q-0018	CASE-500989	0	1	0	41
Q-0018	CASE-701156	0	1	0	42
Q-0018	CASE-501196	0	1	0	43
Q-0018	CASE-001585	0	1	0	44
Q-0018	CASE-000114	0	1	0	45
Q-0018	CASE-500750	0	1	0	46
Q-0018	CASE-500872	0	1	0	47
Q-0018	CASE-500768	0	1	0	48
Q-0018	CASE-701111	0	1	0	49
Q-0018	CASE-500514	0	1	0	50
Q-0019	CASE-701213	1	1	11	39
Q-0019	CASE-700853	1	0	12	0
Q-0019	CASE-700732	1	1	13	20
Q-0019	CASE-500742	1	0	14	0
Q-0019	CASE-700548	1	0	15	0
Q-0019	CASE-701249	1	0	17	0
Q-0019	CASE-501336	1	1	18	44
Q-0019	CASE-701104	1	0	19	0
Q-0019	CASE-701160	1	0	20	0
Q-0019	CASE-700650	1	0	22	0
Q-0019	CASE-700583	1	1	23	38
Q-0019	CASE-700618	1	0	24	0
Q-0019	CASE-701029	1	0	25	0
Q-0019	CASE-500966	1	0	26	0
Q-0019	CASE-701138	1	1	27	34
Q-0019	CASE-500033	1	0	28	0
Q-0019	CASE-700556	1	0	29	0
Q-0019	CASE-700905	1	1	30	18
Q-0019	CASE-701205	1	0	31	0
Q-0019	CASE-500073	1	0	32	0
Q-0019	CASE-700290	1	0	33	0
Q-0019	CASE-700892	1	0	34	0
Q-0019	CASE-700558	1	0	35	0
Q-0019	CASE-700799	1	0	37	0
Q-0019	CASE-701047	1	0	38	0
Q-0019	CASE-700523	1	0	39	0
Q-0019	CASE-701060	1	0	40	0
Q-0019	CASE-700569	1	0	41	0
Q-0019	CASE-700899	1	0	42	0
Q-0019	CASE-701004	1	0	43	0
Q-0019	CASE-700572	1	0	44	0
Q-0019	CASE-700944	1	0	45	0
Q-0019	CASE-701080	1	0	46	0
Q-0019	CASE-500977	1	1	47	46
Q-0019	CASE-700637	1	0	48	0
Q-0019	CASE-701076	1	0	49	0
Q-0019	CASE-700745	1	0	50	0
Q-0019	CASE-500010	0	1	0	6
Q-0019	CASE-500165	0	1	0	8
Q-0019	CASE-701263	0	1	0	11
Q-0019	CASE-700588	0	1	0	12
Q-0019	CASE-500514	0	1	0	15
Q-0019	CASE-501387	0	1	0	17
Q-0019	CASE-700330	0	1	0	19
Q-0019	CASE-500856	0	1	0	21
Q-0019	CASE-700723	0	1	0	24
Q-0019	CASE-701033	0	1	0	26
Q-0019	CASE-500659	0	1	0	27
Q-0019	CASE-701149	0	1	0	28
Q-0019	CASE-500364	0	1	0	30
Q-0019	CASE-700875	0	1	0	31
Q-0019	CASE-501015	0	1	0	32
Q-0019	CASE-700722	0	1	0	33
Q-0019	CASE-700666	0	1	0	35
Q-0019	CASE-700312	0	1	0	37
Q-0019	CASE-701013	0	1	0	40
Q-0019	CASE-700465	0	1	0	41
Q-0019	CASE-700389	0	1	0	42
Q-0019	CASE-501380	0	1	0	43
Q-0019	CASE-500661	0	1	0	45
Q-0019	CASE-700786	0	1	0	47
Q-0019	CASE-500855	0	1	0	48
Q-0019	CASE-500647	0	1	0	49
Q-0019	CASE-500181	0	1	0	50
Q-0020	CASE-001628	1	1	12	49
Q-0020	CASE-002098	1	1	13	14
Q-0020	CASE-002182	1	1	14	15
Q-0020	CASE-002135	1	1	15	10
Q-0020	CASE-001805	1	0	16	0
Q-0020	CASE-20071	1	0	17	0
Q-0020	CASE-002107	1	1	18	19
Q-0020	CASE-001529	1	0	19	0
Q-0020	CASE-001880	1	0	20	0
Q-0020	CASE-001944	1	1	21	20
Q-0020	CASE-002509	1	1	22	13
Q-0020	CASE-80402	1	0	23	0
Q-0020	CASE-700046	1	0	24	0
Q-0020	CASE-001492	1	0	25	0
Q-0020	CASE-002080	1	0	26	0
Q-0020	CASE-701085	1	0	27	0
Q-0020	CASE-001725	1	0	28	0
Q-0020	CASE-001851	1	1	29	12
Q-0020	CASE-002303	1	1	30	24
Q-0020	CASE-501157	1	0	31	0
Q-0020	CASE-000072	1	0	32	0
Q-0020	CASE-002132	1	1	33	46
Q-0020	CASE-001145	1	1	34	37
Q-0020	CASE-002501	1	1	35	28
Q-0020	CASE-001838	1	1	36	18
Q-0020	CASE-002197	1	1	37	16
Q-0020	CASE-700930	1	0	38	0
Q-0020	CASE-001511	1	0	39	0
Q-0020	CASE-70005	1	0	40	0
Q-0020	CASE-002137	1	1	41	25
Q-0020	CASE-001790	1	0	42	0
Q-0020	CASE-701090	1	0	43	0
Q-0020	CASE-70058	1	0	44	0
Q-0020	CASE-000590	1	0	45	0
Q-0020	CASE-001045	1	0	46	0
Q-0020	CASE-001519	1	0	47	0
Q-0020	CASE-000504	1	0	48	0
Q-0020	CASE-001527	1	1	49	23
Q-0020	CASE-800441	1	0	50	0
Q-0020	CASE-700080	0	1	0	21
Q-0020	CASE-700228	0	1	0	22
Q-0020	CASE-002504	0	1	0	26
Q-0020	CASE-800477	0	1	0	27
Q-0020	CASE-701228	0	1	0	29
Q-0020	CASE-700292	0	1	0	30
Q-0020	CASE-800605	0	1	0	31
Q-0020	CASE-301214	0	1	0	32
Q-0020	CASE-700162	0	1	0	33
Q-0020	CASE-500106	0	1	0	34
Q-0020	CASE-000794	0	1	0	35
Q-0020	CASE-800839	0	1	0	36
Q-0020	CASE-000573	0	1	0	38
Q-0020	CASE-302135	0	1	0	39
Q-0020	CASE-300157	0	1	0	40
Q-0020	CASE-002175	0	1	0	41
Q-0020	CASE-000377	0	1	0	42
Q-0020	CASE-800355	0	1	0	43
Q-0020	CASE-000736	0	1	0	44
Q-0020	CASE-301570	0	1	0	45
Q-0020	CASE-001859	0	1	0	47
Q-0020	CASE-100030	0	1	0	48
Q-0020	CASE-800690	0	1	0	50
Q-0021	CASE-700202	1	1	12	43
Q-0021	CASE-600004	1	0	13	0
Q-0021	CASE-301565	1	1	14	41
Q-0021	CASE-300438	1	0	15	0
Q-0021	CASE-301576	1	1	16	18
Q-0021	CASE-500975	1	0	17	0
Q-0021	CASE-000491	1	0	18	0
Q-0021	CASE-800453	1	0	19	0
Q-0021	CASE-300431	1	0	20	0
Q-0021	CASE-700998	1	0	21	0
Q-0021	CASE-300134	1	0	22	0
Q-0021	CASE-501199	1	0	23	0
Q-0021	CASE-600070	1	0	24	0
Q-0021	CASE-700383	1	0	25	0
Q-0021	CASE-300376	1	0	26	0
Q-0021	CASE-301354	1	0	27	0
Q-0021	CASE-700931	1	0	28	0
Q-0021	CASE-300157	1	0	29	0
Q-0021	CASE-300306	1	0	30	0
Q-0021	CASE-701273	1	0	31	0
Q-0021	CASE-300283	1	0	32	0
Q-0021	CASE-700088	1	0	33	0
Q-0021	CASE-700553	1	1	34	27
Q-0021	CASE-700736	1	0	35	0
Q-0021	CASE-600395	1	0	36	0
Q-0021	CASE-700672	1	0	37	0
Q-0021	CASE-501388	1	0	38	0
Q-0021	CASE-501135	1	0	39	0
Q-0021	CASE-300405	1	0	40	0
Q-0021	CASE-700515	1	0	41	0
Q-0021	CASE-700454	1	0	42	0
Q-0021	CASE-301561	1	0	43	0
Q-0021	CASE-501247	1	0	44	0
Q-0021	CASE-300519	1	0	45	0
Q-0021	CASE-501233	1	0	46	0
Q-0021	CASE-700759	1	0	47	0
Q-0021	CASE-500652	1	0	48	0
Q-0021	CASE-501070	1	0	49	0
Q-0021	CASE-500449	1	0	50	0
Q-0021	CASE-501290	0	1	0	3
Q-0021	CASE-501216	0	1	0	8
Q-0021	CASE-501338	0	1	0	9
Q-0021	CASE-301280	0	1	0	10
Q-0021	CASE-301994	0	1	0	11
Q-0021	CASE-700435	0	1	0	13
Q-0021	CASE-300248	0	1	0	15
Q-0021	CASE-300041	0	1	0	17
Q-0021	CASE-501389	0	1	0	19
Q-0021	CASE-301319	0	1	0	20
Q-0021	CASE-501271	0	1	0	21
Q-0021	CASE-30014	0	1	0	24
Q-0021	CASE-000545	0	1	0	25
Q-0021	CASE-001492	0	1	0	26
Q-0021	CASE-501211	0	1	0	28
Q-0021	CASE-701048	0	1	0	29
Q-0021	CASE-300223	0	1	0	30
Q-0021	CASE-80389	0	1	0	31
Q-0021	CASE-700982	0	1	0	32
Q-0021	CASE-701276	0	1	0	33
Q-0021	CASE-000706	0	1	0	34
Q-0021	CASE-001161	0	1	0	35
Q-0021	CASE-300561	0	1	0	36
Q-0021	CASE-300378	0	1	0	37
Q-0021	CASE-000593	0	1	0	38
Q-0021	CASE-301990	0	1	0	39
Q-0021	CASE-301340	0	1	0	40
Q-0021	CASE-000451	0	1	0	42
Q-0021	CASE-301414	0	1	0	44
Q-0021	CASE-300313	0	1	0	45
Q-0021	CASE-000868	0	1	0	46
Q-0021	CASE-500112	0	1	0	48
Q-0021	CASE-300633	0	1	0	49
Q-0021	CASE-30047	0	1	0	50
Q-0022	CASE-80478	1	0	11	0
Q-0022	CASE-80177	1	0	12	0
Q-0022	CASE-600429	1	0	13	0
Q-0022	CASE-70050	1	1	14	18
Q-0022	CASE-20094	1	1	15	11
Q-0022	CASE-800219	1	0	18	0
Q-0022	CASE-800421	1	0	19	0
Q-0022	CASE-800415	1	0	20	0
Q-0022	CASE-800321	1	0	21	0
Q-0022	CASE-30043	1	1	22	47
Q-0022	CASE-000694	1	0	23	0
Q-0022	CASE-70111	1	1	24	17
Q-0022	CASE-800488	1	1	25	41
Q-0022	CASE-80025	1	1	26	28
Q-0022	CASE-000881	1	0	27	0
Q-0022	CASE-80447	1	1	28	21
Q-0022	CASE-800202	1	0	29	0
Q-0022	CASE-800177	1	1	30	9
Q-0022	CASE-800101	1	1	31	13
Q-0022	CASE-000483	1	1	33	19
Q-0022	CASE-70080	1	0	34	0
Q-0022	CASE-800382	1	0	35	0
Q-0022	CASE-800320	1	0	36	0
Q-0022	CASE-80322	1	0	37	0
Q-0022	CASE-30083	1	1	38	30
Q-0022	CASE-30053	1	1	40	24
Q-0022	CASE-800669	1	1	41	50
Q-0022	CASE-80012	1	0	42	0
Q-0022	CASE-80123	1	0	43	0
Q-0022	CASE-800227	1	1	44	23
